4 16 16

0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	15	15	15	15	15	0	0	15	0	0	0	
0	0	0	0	0	15	15	15	15	15	0	0	15	0	0	0	
0	0	0	0	0	15	15	15	15	15	0	0	15	0	0	0	
0	0	0	0	0	15	0	0	0	15	0	0	15	0	0	0	
0	0	0	0	0	15	15	0	15	15	0	0	15	0	0	0	
0	0	0	0	0	15	15	0	15	15	0	15	15	15	0	0	
0	0	0	8	8	8	7	7	7	7	7	7	7	0	0	0	
0	0	0	8	8	8	7	7	7	7	0	0	15	0	0	0	
0	0	0	8	8	8	7	7	7	7	0	0	0	0	0	0	
0	0	0	8	8	8	7	7	7	7	0	0	0	0	0	0	
0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	
0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	
0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	12	12	12	12	12	0	0	0	0	0	0	
0	0	0	0	0	12	12	12	12	12	0	0	0	0	0	0	
0	0	12	12	12	12	12	12	12	12	12	12	12	0	0	0	
0	0	0	0	0	7	0	7	0	7	0	0	15	15	15	0	
0	0	0	0	0	7	7	7	7	7	0	0	15	0	15	0	
0	0	0	0	0	12	12	12	12	12	0	0	15	0	0	0	
0	0	0	0	12	12	12	12	12	12	12	12	12	0	0	0	
0	0	0	0	12	12	12	12	12	12	0	0	15	0	0	0	
0	0	0	0	12	12	12	12	12	12	0	0	15	0	0	0	
0	0	0	0	12	12	12	12	12	12	0	0	15	0	0	0	
0	0	0	0	0	12	12	12	12	12	0	0	15	0	0	0	
0	0	0	0	0	12	12	12	12	12	0	0	15	0	0	0	
0	0	0	0	0	12	12	12	12	12	0	0	15	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	10	10	10	10	10	0	11	0	0	0	0	0	
0	0	0	0	10	10	10	10	10	0	0	11	0	0	0	0	
0	0	0	0	10	10	10	10	10	10	10	11	0	0	0	0	
0	0	0	0	7	0	7	0	7	0	0	11	0	0	0	0	
0	0	0	0	7	7	7	7	7	0	0	11	0	0	0	0	
0	0	0	10	10	10	10	10	10	10	10	10	11	11	0	0	
0	0	0	10	10	10	10	10	10	0	0	11	0	0	0	0	
0	0	0	10	10	10	10	10	10	0	0	11	0	0	0	0	
0	0	0	10	10	10	10	10	10	0	0	11	0	0	0	0	
0	0	0	0	10	10	10	10	10	0	0	11	0	0	0	0	
0	0	0	0	10	0	0	0	10	0	11	0	0	0	0	0	
0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	
0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	14	14	14	14	14	0	0	0	0	
0	0	0	0	0	0	14	14	14	14	14	14	14	0	0	0	
0	0	0	0	0	0	14	7	7	7	7	14	14	14	0	0	
0	0	0	0	0	0	0	7	0	7	0	7	14	14	0	0	
0	0	0	0	0	0	0	7	7	7	7	7	14	14	0	0	
0	0	0	0	0	0	0	7	7	12	7	7	14	14	0	0	
0	0	12	12	12	12	12	15	7	7	7	15	14	14	0	0	
0	0	0	0	12	12	12	15	15	15	15	15	14	14	0	0	
0	0	0	0	0	15	15	15	15	15	15	15	15	0	0	0	
0	0	0	0	0	12	0	15	15	15	15	15	15	0	0	0	
0	0	0	0	0	0	0	15	0	0	0	15	15	0	0	0	
0	0	0	0	0	0	0	15	0	0	0	15	0	0	0	0	
0	0	0	0	0	0	0	15	0	0	0	15	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

